REC_ID,Species,Continent.of.Origin,Country.of.Origin,Harvest.Year,Expiration,Variety,Color,Processing.Method,Aroma,Flavor,Aftertaste,Acidity,Body,Balance,Uniformity,Clean.Cup,Sweetness,Moisture,Quakers,Category.One.Defects,Category.Two.Defects
161,Arabica,North America,Costa Rica,2014,07/05/16,Caturra,Green,Washed / Wet,7.92,7.83,7.83,7.83,7.58,7.58,10.0,10.0,10.0,0.11,0,0,0
162,Arabica,South America,Colombia,2015,06/04/16,Other,Green,Washed / Wet,8.08,7.67,7.83,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,1,0
163,Arabica,Asia,China,2013,06/16/15,Other,Green,Washed / Wet,7.67,8.0,7.75,7.83,7.75,7.58,10.0,10.0,10.0,0.0,0,0,2
164,Arabica,North America,Guatemala,2013,02/26/14,Bourbon,Green,Washed / Wet,8.17,7.83,7.67,7.83,7.67,7.83,10.0,10.0,10.0,0.11,0,0,2
165,Arabica,Africa,Kenya,2012,09/16/13,SL28,Blue-Green,Washed / Wet,7.92,7.83,7.67,8.0,7.67,7.75,10.0,10.0,10.0,0.11,0,0,0
166,Arabica,North America,Mexico,2012,07/11/13,Typica,Green,Washed / Wet,8.0,7.92,7.42,8.08,7.5,7.67,10.0,10.0,10.0,0.12,0,0,0
167,Arabica,North America,Mexico,2012,06/06/13,Typica,,Washed / Wet,7.92,7.83,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.11,0,0,4
168,Arabica,North America,Guatemala,2012,02/15/13,Bourbon,Green,Washed / Wet,7.67,8.0,7.67,8.0,7.5,7.83,10.0,10.0,10.0,0.11,0,0,2
169,Arabica,South America,Brazil,,03/22/12,,,,7.81,7.81,7.88,7.75,7.38,8.25,9.5,10.0,10.0,0.0,0,0,4
170,Arabica,South America,Brazil,,03/21/12,,,,8.17,7.67,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.0,0,2,0
171,Arabica,North America,Costa Rica,2016,03/23/18,Caturra,Blue-Green,Washed / Wet,7.58,7.83,7.83,8.0,7.67,7.58,10.0,10.0,10.0,0.1,0,0,3
172,Arabica,Asia,Indonesia,2017,03/14/18,Mandheling,Blue-Green,Other,7.67,7.67,7.83,7.58,7.83,7.83,10.0,10.0,10.0,0.0,0,0,3
173,Arabica,South America,Colombia,2015,01/24/17,Caturra,Green,Natural / Dry,7.92,7.83,7.75,7.67,7.92,7.67,10.0,10.0,10.0,0.0,0,0,1
174,Arabica,South America,Colombia,2014,07/09/15,Caturra,Green,Washed / Wet,7.92,7.75,7.67,7.92,7.67,7.75,10.0,10.0,10.0,0.0,0,0,3
175,Arabica,Asia,Taiwan,2012,07/10/14,Typica,Blue-Green,Washed / Wet,7.83,7.83,7.75,8.0,7.5,7.75,10.0,10.0,10.0,0.11,0,0,0
176,Arabica,North America,United States,2012,01/21/14,Hawaiian Kona,Blue-Green,Natural / Dry,7.92,7.92,7.5,7.83,7.5,7.92,10.0,10.0,10.0,0.11,0,0,1
177,Arabica,North America,Mexico,2012,06/06/13,Pacamara,,Washed / Wet,7.75,7.92,7.75,7.67,7.83,7.67,10.0,10.0,10.0,0.12,0,2,4
178,Arabica,Africa,Ethiopia,2009,06/17/11,,,,7.5,7.75,7.83,7.92,7.92,7.75,10.0,10.0,10.0,0.2,0,0,2
179,Arabica,Africa,Kenya,2017,08/03/18,SL28,Green,Washed / Wet,7.33,7.58,7.83,7.75,7.75,7.92,10.0,10.0,10.0,0.11,0,0,4
180,Arabica,North America,Honduras,2016,05/11/18,Caturra,Green,,7.92,8.0,7.75,7.67,7.67,7.75,10.0,10.0,10.0,0.1,0,0,3
181,Arabica,South America,Colombia,2016,02/20/18,Caturra,Green,Washed / Wet,7.58,7.75,7.5,7.83,7.67,8.5,10.0,10.0,10.0,0.0,3,0,5
182,Arabica,North America,Honduras,2016,04/04/17,Catuai,Green,Washed / Wet,7.58,7.92,7.58,7.75,7.92,7.75,10.0,10.0,10.0,0.11,1,0,2
183,Arabica,South America,Colombia,2016,02/15/17,,,,7.67,7.67,7.75,7.83,7.75,7.83,10.0,10.0,10.0,0.0,2,0,4
184,Arabica,South America,Colombia,2015,04/28/16,Caturra,Green,Natural / Dry,7.75,7.67,8.0,7.67,8.08,7.83,10.0,10.0,10.0,0.11,0,6,0
185,Arabica,South America,Colombia,2013,07/19/14,Caturra,Green,Washed / Wet,7.75,7.58,7.33,7.83,7.58,8.08,10.0,10.0,10.0,0.0,0,0,0
186,Arabica,North America,Mexico,2012,07/27/13,Typica,Blue-Green,Washed / Wet,8.0,7.75,7.75,7.83,7.5,7.67,10.0,10.0,10.0,0.12,0,0,1
187,Arabica,South America,Brazil,2011,10/27/12,Yellow Bourbon,,,8.17,8.0,7.5,7.75,7.5,7.67,10.0,10.0,10.0,0.0,0,0,4
188,Arabica,South America,Brazil,2011,10/27/12,,,,8.0,8.0,7.5,7.5,7.67,7.75,10.0,10.0,10.0,0.02,0,0,2
189,Arabica,Africa,Ethiopia,,06/13/12,,,,7.75,7.75,7.92,7.75,7.5,7.92,10.0,10.0,10.0,0.0,0,0,1
190,Arabica,North America,Guatemala,2009,04/30/11,,,,7.5,7.67,7.75,7.67,7.92,7.92,10.0,10.0,10.0,0.04,0,1,1
191,Arabica,Asia,Taiwan,2016,08/10/18,Typica,Blue-Green,Washed / Wet,7.92,7.75,7.75,7.67,7.67,7.83,10.0,10.0,10.0,0.12,0,0,0
192,Arabica,Asia,Thailand,2015,11/02/17,Catimor,Green,Natural / Dry,7.83,7.75,7.75,7.42,7.83,7.67,10.0,10.0,10.0,0.12,0,0,0
193,Arabica,South America,Colombia,2016,08/05/17,Caturra,Green,Natural / Dry,7.83,7.58,7.75,7.58,7.67,8.0,10.0,10.0,10.0,0.11,0,0,2
194,Arabica,North America,Guatemala,2016,05/23/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,7.92,7.75,7.75,10.0,10.0,10.0,0.11,4,0,4
195,Arabica,North America,Guatemala,2015,04/06/17,Caturra,Green,Washed / Wet,7.75,7.92,7.5,8.08,7.58,7.67,10.0,10.0,10.0,0.1,0,0,1
196,Arabica,Asia,China,2015,04/06/17,Catimor,Green,Natural / Dry,7.83,7.83,7.58,7.75,7.75,7.75,10.0,10.0,10.0,0.1,0,0,1
197,Arabica,South America,Colombia,2015,11/18/16,Caturra,Green,Washed / Wet,7.67,7.67,7.75,7.75,7.67,7.92,10.0,10.0,10.0,0.11,0,0,3
198,Arabica,South America,Colombia,2015,10/25/16,Caturra,Green,Washed / Wet,7.83,7.67,7.75,7.58,7.92,7.75,10.0,10.0,10.0,0.12,0,4,2
199,Arabica,South America,Colombia,2015,06/04/16,Other,Green,Washed / Wet,7.83,7.75,7.83,7.58,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0
200,Arabica,South America,Colombia,2015,04/28/16,Caturra,Green,Natural / Dry,7.42,7.67,7.83,7.75,7.92,7.83,10.0,10.0,10.0,0.12,0,3,0
201,Arabica,Africa,Tanzania,2014,12/12/15,Other,Green,Washed / Wet,7.83,7.67,7.75,7.83,7.67,7.67,10.0,10.0,10.0,0.12,0,0,7
202,Arabica,Africa,Tanzania,2014,12/12/15,Other,Green,Washed / Wet,7.83,7.75,7.75,7.75,7.67,7.75,10.0,10.0,10.0,0.12,0,0,2
203,Arabica,North America,Guatemala,2014,08/21/15,Bourbon,Green,Other,7.83,7.83,7.5,7.92,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1
204,Arabica,South America,Colombia,2013,10/01/14,Caturra,Green,Washed / Wet,7.58,7.5,7.75,7.83,7.92,7.83,10.0,10.0,10.0,0.11,0,0,2
205,Arabica,North America,United States,2012,12/11/13,Hawaiian Kona,Bluish-Green,Natural / Dry,7.33,7.92,7.92,7.92,7.92,8.08,10.0,10.0,9.33,0.11,0,1,1
206,Arabica,North America,Mexico,2012,09/11/13,Typica,Green,Semi-washed / Semi-pulped,7.83,7.92,7.67,7.83,7.5,7.75,10.0,10.0,10.0,0.12,0,0,1
207,Arabica,North America,Mexico,2012,04/09/13,Bourbon,Green,Washed / Wet,7.83,7.83,7.75,7.67,7.83,7.58,10.0,10.0,10.0,0.12,0,0,0
208,Arabica,North America,Mexico,2012,04/02/13,Bourbon,Bluish-Green,Washed / Wet,7.83,7.92,7.67,7.75,7.5,7.75,10.0,10.0,10.0,0.1,0,0,4
209,Arabica,Africa,Uganda,2012,02/12/13,Other,Green,Natural / Dry,8.17,7.75,7.58,7.67,7.83,7.58,10.0,10.0,10.0,0.13,0,4,29
210,Arabica,North America,Guatemala,2017,06/01/18,Bourbon,Green,Washed / Wet,7.75,7.83,7.58,7.83,7.67,7.75,10.0,10.0,10.0,0.13,0,0,1
211,Arabica,South America,Colombia,2016,08/19/17,Caturra,Green,Washed / Wet,7.83,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.0,0,0,2
212,Arabica,North America,Costa Rica,2016,08/19/17,Caturra,Bluish-Green,Washed / Wet,7.92,7.75,7.67,7.67,7.5,7.67,10.0,10.0,10.0,0.09,0,0,2
213,Arabica,North America,Guatemala,2016,06/23/17,Caturra,Green,Washed / Wet,7.75,7.75,7.58,8.0,7.67,7.83,10.0,10.0,10.0,0.11,0,0,6
214,Arabica,North America,Guatemala,2016,06/01/17,Caturra,Green,Washed / Wet,7.75,7.92,7.58,7.92,7.67,7.67,10.0,10.0,10.0,0.1,1,0,10
215,Arabica,North America,Guatemala,2016,06/01/17,Bourbon,Green,Washed / Wet,7.58,7.83,7.58,7.83,7.83,7.67,10.0,10.0,10.0,0.1,0,0,2
216,Arabica,South America,Colombia,2015,08/17/16,Caturra,Bluish-Green,Washed / Wet,8.0,7.5,7.5,7.67,8.0,7.83,10.0,10.0,10.0,0.0,0,0,0
217,Arabica,North America,Nicaragua,2015,08/02/16,Caturra,Bluish-Green,Natural / Dry,7.67,7.83,7.83,7.5,7.67,7.83,10.0,10.0,10.0,0.12,0,0,0
218,Arabica,South America,Brazil,2015,04/23/16,Catuai,,Natural / Dry,7.67,7.75,7.75,7.67,7.83,7.75,10.0,10.0,10.0,0.0,0,0,16
219,Arabica,North America,Costa Rica,2014,04/09/16,Caturra,Blue-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.5,8.0,10.0,10.0,10.0,0.0,0,0,0
220,Arabica,Africa,Ethiopia,2014,03/25/16,Gesha,Green,Natural / Dry,7.5,7.92,7.58,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,5
221,Arabica,Africa,Tanzania,2014,12/12/15,Other,Green,Washed / Wet,7.92,7.75,7.75,7.75,7.75,7.58,10.0,10.0,10.0,0.13,0,0,0
222,Arabica,South America,Colombia,2014,10/15/15,Other,Green,Washed / Wet,7.67,7.5,7.67,7.42,7.83,8.58,10.0,10.0,10.0,0.12,0,0,4
223,Arabica,North America,Guatemala,2013,07/16/15,,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,0
224,Arabica,Africa,Kenya,2013,11/07/14,SL28,Green,Washed / Wet,7.58,7.75,7.75,7.75,7.75,7.83,10.0,10.0,10.0,0.08,0,0,0
225,Arabica,South America,Brazil,2012,05/20/14,Mundo Novo,Green,Natural / Dry,7.58,7.83,7.75,7.67,7.67,8.0,10.0,10.0,10.0,0.11,0,0,3
226,Arabica,North America,Guatemala,2013,05/09/14,Bourbon,Green,Washed / Wet,7.92,7.75,7.67,7.67,7.83,7.92,10.0,10.0,10.0,0.11,0,0,4
227,Arabica,North America,El Salvador,2013,03/18/14,Bourbon,Bluish-Green,Natural / Dry,8.42,8.08,7.5,7.17,7.58,8.17,9.33,10.0,10.0,0.11,0,0,2
228,Arabica,South America,Colombia,2012,10/19/13,Caturra,Green,Washed / Wet,7.75,7.75,7.75,7.75,7.83,7.75,10.0,10.0,10.0,0.0,0,0,2
229,Arabica,North America,Guatemala,2012,03/26/13,Catuai,Bluish-Green,Natural / Dry,7.83,7.5,7.5,8.0,7.83,7.83,10.0,10.0,10.0,0.11,0,0,2
230,Arabica,Africa,Uganda,2012,02/12/13,Other,Green,Washed / Wet,7.83,7.75,7.5,7.83,7.83,7.75,10.0,10.0,10.0,0.11,0,0,1
231,Arabica,Asia,Indonesia,2017,05/24/18,Mandheling,Bluish-Green,Natural / Dry,7.81,7.88,7.56,7.75,7.63,7.75,10.0,10.0,10.0,0.12,0,0,0
232,Arabica,South America,Colombia,2017,11/09/18,Caturra,Green,Washed / Wet,7.83,7.5,7.42,7.5,7.83,8.5,10.0,10.0,10.0,0.0,3,1,3
233,Arabica,Asia,Taiwan,2016,05/18/17,Typica,Bluish-Green,Washed / Wet,7.58,7.67,7.67,7.67,7.75,7.83,10.0,10.0,10.0,0.1,0,0,4
234,Arabica,North America,Guatemala,2016,04/27/17,Bourbon,Green,Washed / Wet,8.0,7.75,7.5,7.58,7.92,7.67,10.0,10.0,10.0,0.1,0,0,4
235,Arabica,South America,Colombia,2014,11/05/15,Caturra,,Washed / Wet,7.92,7.75,7.67,7.75,7.67,7.67,10.0,10.0,10.0,0.0,0,0,2
236,Arabica,North America,Guatemala,2014,06/16/15,Bourbon,Bluish-Green,Washed / Wet,7.58,7.75,7.67,8.0,7.75,7.67,10.0,10.0,10.0,0.1,0,0,10
237,Arabica,North America,United States,2012,01/24/14,Hawaiian Kona,Green,Natural / Dry,7.83,7.75,7.83,7.83,7.42,8.08,9.33,10.0,10.0,0.11,0,1,9
238,Arabica,North America,Mexico,2012,09/04/13,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,1,10
239,Arabica,Africa,Ethiopia,2012,08/17/13,Other,,Natural / Dry,7.92,7.92,7.83,8.0,7.92,7.92,10.0,10.0,8.67,0.09,0,0,15
240,Arabica,North America,Costa Rica,2017,01/11/19,,None,Washed / Wet,7.58,7.75,7.67,7.75,7.83,7.75,10.0,10.0,10.0,0.08,2,1,13
241,Arabica,Africa,Ethiopia,2017,06/05/18,Gesha,Green,Natural / Dry,7.83,7.75,7.67,7.75,7.33,7.75,10.0,10.0,10.0,0.11,11,3,1
242,Arabica,North America,Honduras,2017,05/11/18,Caturra,Green,Washed / Wet,7.42,7.83,7.75,7.92,7.75,7.58,10.0,10.0,10.0,0.1,0,0,5
243,Arabica,North America,Guatemala,2015,06/09/16,Caturra,Green,Washed / Wet,7.67,7.83,7.58,7.92,7.75,7.67,10.0,10.0,10.0,0.12,0,0,7
244,Arabica,South America,Colombia,2014,12/18/15,Other,Green,Washed / Wet,7.67,7.67,7.83,7.58,7.58,7.83,10.0,10.0,10.0,0.11,0,2,7
245,Arabica,North America,Guatemala,2014,08/08/15,Bourbon,Green,Natural / Dry,7.92,7.67,7.42,7.92,7.75,7.83,10.0,10.0,10.0,0.1,0,0,1
246,Arabica,North America,Guatemala,2014,06/27/15,Bourbon,Green,Other,7.75,7.83,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.1,0,0,0
247,Arabica,South America,Colombia,2014,05/27/15,,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.67,7.75,10.0,10.0,10.0,0.12,0,0,0
248,Arabica,South America,Colombia,2014,05/27/15,Caturra,Green,Natural / Dry,7.58,7.42,7.75,7.92,7.75,7.92,10.0,10.0,10.0,0.12,0,0,0
249,Arabica,South America,Colombia,2014,04/08/15,Caturra,Green,Washed / Wet,7.67,7.67,7.5,7.5,7.67,7.67,10.0,10.0,10.0,0.12,0,0,3
250,Arabica,Africa,Ethiopia,2013,01/17/15,Other,Green,Natural / Dry,7.75,7.75,7.5,7.58,7.67,7.92,10.0,10.0,10.0,0.09,0,4,40
251,Arabica,South America,Brazil,2013,01/02/15,Yellow Bourbon,Green,Natural / Dry,7.58,7.83,7.67,7.25,8.0,7.75,10.0,10.0,10.0,0.1,0,0,0
252,Arabica,South America,Colombia,2013,06/21/14,Caturra,Green,Washed / Wet,7.67,7.83,7.67,7.75,7.67,7.75,10.0,10.0,10.0,0.11,0,0,1
253,Arabica,Africa,Kenya,2012,03/08/14,SL34,Green,Washed / Wet,7.67,7.83,7.5,7.75,7.92,7.67,10.0,10.0,10.0,0.0,0,0,2
254,Arabica,Asia,Thailand,2012,06/21/13,Other,Green,Washed / Wet,7.92,8.17,8.17,8.42,8.08,8.17,8.67,8.67,9.33,0.12,0,0,0
255,Arabica,Africa,Kenya,2012,05/31/13,SL28,Bluish-Green,Washed / Wet,7.67,7.75,7.67,7.75,7.83,7.67,10.0,10.0,10.0,0.0,0,0,0
256,Arabica,Africa,Uganda,2012,02/12/13,Other,Green,Washed / Wet,7.92,7.75,7.58,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,10,26
257,Arabica,Asia,Thailand,2011,08/15/12,,,,7.58,7.75,7.58,7.75,7.58,7.75,10.0,10.0,10.0,0.06,0,0,0
258,Arabica,South America,Brazil,2017,10/20/18,Bourbon,Green,Natural / Dry,7.5,7.75,7.58,7.5,7.58,7.5,10.0,10.0,10.0,0.0,0,0,3
259,Arabica,North America,Mexico,2017,07/03/18,Mundo Novo,Green,Washed / Wet,7.83,7.83,7.58,7.92,7.42,7.5,10.0,10.0,10.0,0.11,0,0,5
260,Arabica,Asia,Thailand,2015,10/18/17,Catimor,Bluish-Green,Natural / Dry,7.67,7.75,7.5,7.67,7.67,7.83,10.0,10.0,10.0,0.1,0,0,1
261,Arabica,South America,Brazil,2016,08/16/17,Bourbon,Green,Natural / Dry,7.58,7.67,7.67,7.75,7.58,7.83,10.0,10.0,10.0,0.11,2,0,7
262,Arabica,Asia,Taiwan,2015,05/18/17,Typica,Green,Washed / Wet,7.83,7.75,7.83,7.75,7.83,7.75,9.33,10.0,10.0,0.11,0,0,3
263,Arabica,South America,Colombia,2016,02/10/17,,Green,,7.75,7.67,7.5,7.75,7.83,7.75,10.0,10.0,10.0,0.11,0,1,2
264,Arabica,South America,Colombia,2016,01/20/17,,,,7.75,7.58,7.5,7.83,7.75,7.92,10.0,10.0,10.0,0.0,3,1,5
265,Arabica,Asia,Taiwan,2014,11/06/16,,Blue-Green,Natural / Dry,7.75,7.75,7.58,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0,0
266,Arabica,South America,Colombia,2015,08/17/16,,,Washed / Wet,7.92,7.67,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,0,0
267,Arabica,South America,Colombia,2014,03/11/16,,None,Washed / Wet,7.83,7.75,7.58,7.58,7.75,7.75,10.0,10.0,10.0,0.0,0,1,1
268,Arabica,South America,Colombia,2014,12/12/15,Caturra,Green,Washed / Wet,7.75,7.58,7.67,7.83,7.83,7.67,10.0,10.0,10.0,0.0,0,0,1
269,Arabica,Asia,Taiwan,2014,11/23/15,Typica,Green,Washed / Wet,8.0,7.92,7.92,7.92,7.67,7.33,10.0,10.0,10.0,0.06,0,0,0
270,Arabica,South America,Colombia,2014,01/17/15,Caturra,Green,Natural / Dry,7.67,7.83,7.67,7.75,7.67,7.83,10.0,10.0,10.0,0.12,0,0,3
271,Arabica,North America,Mexico,2012,07/03/13,Typica,Blue-Green,Washed / Wet,7.67,7.75,7.58,7.67,7.75,7.83,10.0,10.0,10.0,0.12,0,10,32
272,Arabica,North America,Mexico,2012,06/06/13,Typica,,Washed / Wet,7.5,7.67,7.58,7.83,7.75,7.75,10.0,10.0,10.0,0.11,0,0,2
273,Arabica,North America,Mexico,2012,04/02/13,Typica,Green,Washed / Wet,7.75,7.92,7.83,7.92,7.75,7.67,9.33,10.0,10.0,0.0,0,0,2
274,Arabica,South America,Colombia,2017,06/30/18,Caturra,Green,Washed / Wet,7.92,7.58,7.5,7.83,7.58,7.67,10.0,10.0,10.0,0.0,0,1,6
275,Arabica,South America,Colombia,2016,03/14/18,Caturra,Green,,7.83,7.67,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.0,2,1,0
276,Arabica,North America,Costa Rica,2015,06/06/17,Caturra,Blue-Green,Washed / Wet,7.67,7.67,7.75,7.67,7.5,7.75,10.0,10.0,10.0,0.0,0,0,0
277,Arabica,North America,Guatemala,2016,05/23/17,Bourbon,Green,Washed / Wet,7.75,7.75,7.5,7.75,7.83,7.58,10.0,10.0,10.0,0.11,7,0,6
278,Arabica,Asia,Taiwan,2016,02/22/17,,,,7.75,7.67,7.5,7.75,7.75,7.67,10.0,10.0,10.0,0.0,0,0,0
279,Arabica,South America,Brazil,2015,10/07/16,Yellow Bourbon,Green,Natural / Dry,7.25,7.58,7.42,8.0,7.75,7.83,10.0,10.0,10.0,0.0,0,0,0
280,Arabica,Asia,Taiwan,2014,04/29/16,Typica,Green,Washed / Wet,7.67,7.75,7.67,7.75,7.42,7.75,10.0,10.0,10.0,0.0,0,0,1
281,Arabica,Africa,Ethiopia,2014,03/30/16,,Green,Natural / Dry,7.75,7.75,7.67,7.67,7.58,7.67,10.0,10.0,10.0,0.12,0,0,4
282,Arabica,South America,Brazil,2014,10/16/15,Bourbon,Green,Semi-washed / Semi-pulped,7.67,7.67,7.58,7.5,7.83,8.17,10.0,10.0,9.33,0.0,0,0,1
283,Arabica,North America,Costa Rica,2013,06/09/15,Catuai,Green,Washed / Wet,7.83,7.42,7.5,7.83,7.75,7.83,10.0,10.0,10.0,0.1,0,0,3
284,Arabica,North America,Guatemala,2014,05/22/15,Bourbon,Green,Washed / Wet,7.58,7.83,7.33,8.0,7.58,7.75,10.0,10.0,10.0,0.1,0,0,1
285,Arabica,South America,Brazil,2013,12/26/14,Yellow Bourbon,Green,Natural / Dry,7.92,7.5,7.33,7.67,8.17,7.5,10.0,10.0,10.0,0.1,0,0,0
286,Arabica,South America,Ecuador,2013,10/04/14,,Bluish-Green,Natural / Dry,7.5,7.67,7.58,7.75,7.83,7.83,10.0,10.0,10.0,0.09,0,0,0
287,Arabica,South America,Colombia,2013,09/03/14,Caturra,Green,Washed / Wet,7.67,7.58,7.58,7.83,7.58,7.67,10.0,10.0,10.0,0.11,0,0,1
288,Arabica,North America,Guatemala,2013,04/26/14,Bourbon,Green,Washed / Wet,7.5,7.83,7.5,7.83,7.83,7.67,10.0,10.0,10.0,0.11,0,0,3
289,Arabica,North America,Mexico,2012,07/26/13,Bourbon,Green,Natural / Dry,7.67,8.0,7.67,7.42,7.67,7.5,10.0,10.0,10.0,0.1,0,0,2
290,Arabica,North America,Mexico,2012,06/06/13,Pacas,,Natural / Dry,7.67,7.58,7.5,7.75,7.75,7.75,10.0,10.0,10.0,0.11,0,0,4
291,Arabica,South America,Brazil,2011,12/20/12,Yellow Bourbon,Green,Semi-washed / Semi-pulped,7.83,7.83,7.58,7.67,7.5,7.58,10.0,10.0,10.0,0.12,0,0,3
292,Arabica,Asia,Thailand,2011,09/19/12,,,,7.75,7.75,7.58,8.0,7.67,7.58,10.0,10.0,10.0,0.02,0,0,2
293,Arabica,Asia,Thailand,2011,08/15/12,,,,7.5,7.83,7.58,7.58,7.75,7.83,10.0,10.0,10.0,0.01,0,0,0
294,Arabica,Africa,Ethiopia,2010,06/17/11,,,,7.58,7.83,7.58,8.0,7.83,7.5,10.0,10.0,10.0,0.1,0,0,3
295,Arabica,Africa,Kenya,,01/11/19,SL28,Green,Washed / Wet,7.75,7.58,7.5,7.58,7.75,7.75,10.0,10.0,10.0,0.11,0,0,2
296,Arabica,South America,Brazil,2017,10/20/18,Bourbon,Green,Natural / Dry,7.67,7.67,7.58,7.75,7.67,7.67,10.0,10.0,10.0,0.11,0,0,5
297,Arabica,South America,Colombia,2017,09/28/18,Caturra,Green,Washed / Wet,7.83,7.83,7.58,7.58,7.58,7.58,10.0,10.0,10.0,0.11,0,0,1
298,Arabica,Asia,Taiwan,2016,06/06/18,Typica,Green,Natural / Dry,7.67,7.67,7.58,7.58,7.67,7.83,10.0,10.0,10.0,0.0,0,0,0
299,Arabica,South America,Colombia,2016,02/15/18,,Green,Washed / Wet,7.92,7.75,7.5,7.67,7.75,7.5,10.0,10.0,10.0,0.0,0,1,4
300,Arabica,Asia,China,2015,04/06/17,Catimor,Green,Washed / Wet,7.83,7.75,7.67,7.5,7.58,7.67,10.0,10.0,10.0,0.1,1,0,2
301,Arabica,South America,Colombia,2015,11/26/16,Caturra,Green,Natural / Dry,7.75,7.67,7.5,7.67,7.58,7.83,10.0,10.0,10.0,0.0,0,0,0
302,Arabica,Africa,Uganda,2013,06/30/15,Bourbon,Green,Natural / Dry,8.0,7.92,7.58,7.75,7.33,7.5,10.0,10.0,10.0,0.12,0,0,0
303,Arabica,North America,United States,2013,06/09/15,Other,Green,Washed / Wet,7.83,7.83,7.83,7.67,8.0,8.17,9.33,9.33,10.0,0.12,0,0,1
304,Arabica,South America,Colombia,2014,02/05/15,Caturra,Green,Washed / Wet,7.67,7.67,7.67,7.92,7.5,7.67,10.0,10.0,10.0,0.0,0,0,5
305,Arabica,South America,Colombia,2014,01/24/15,Other,Green,Washed / Wet,7.67,7.42,7.42,7.42,8.0,8.33,10.0,10.0,10.0,0.0,0,0,3
306,Arabica,South America,Colombia,2013,11/22/14,Caturra,Blue-Green,Washed / Wet,7.58,7.67,7.75,7.67,7.67,7.67,10.0,10.0,10.0,0.0,0,0,1
307,Arabica,South America,Colombia,2013,08/27/14,Caturra,Green,Washed / Wet,7.75,7.67,7.75,7.58,7.42,8.0,10.0,10.0,10.0,0.11,0,0,3
308,Arabica,North America,United States,2013,05/02/14,Hawaiian Kona,Bluish-Green,Natural / Dry,7.25,7.42,7.67,7.58,7.83,8.25,10.0,10.0,10.0,0.0,0,0,0
309,Arabica,North America,Mexico,2012,09/27/13,Caturra,None,Natural / Dry,7.83,7.58,7.58,7.5,7.75,7.67,10.0,10.0,10.0,0.13,0,5,5
310,Arabica,North America,Guatemala,2012,05/24/13,Caturra,Bluish-Green,Washed / Wet,7.67,7.58,7.58,7.67,7.75,7.75,10.0,10.0,10.0,0.11,0,0,1
311,Arabica,South America,Colombia,2011,04/19/12,,,,7.83,7.83,7.58,7.33,7.42,7.67,10.0,10.0,10.0,0.1,0,0,1
312,Arabica,South America,Colombia,2010,02/09/12,,,,7.75,7.67,7.25,7.25,7.58,8.5,10.0,10.0,10.0,0.06,0,0,1
313,Arabica,North America,United States,,06/29/11,,,,7.83,7.67,7.75,7.67,7.58,7.5,10.0,10.0,10.0,0.0,0,0,0
314,Arabica,South America,Brazil,2017,10/20/18,Bourbon,Green,Natural / Dry,7.67,7.83,7.5,7.67,7.67,7.5,10.0,10.0,10.0,0.11,0,0,2
315,Arabica,Africa,Kenya,2017,09/01/18,SL28,Bluish-Green,Washed / Wet,8.08,7.67,7.67,7.58,7.25,7.67,10.0,10.0,10.0,0.11,0,0,0
316,Arabica,North America,Honduras,2016,05/11/18,Caturra,Green,Washed / Wet,7.5,7.5,7.67,7.67,8.0,8.0,10.0,10.0,10.0,0.1,0,0,2
317,Arabica,North America,Nicaragua,2016,05/11/18,Caturra,Green,Washed / Wet,7.67,7.75,7.67,7.67,7.83,7.58,10.0,10.0,10.0,0.1,0,0,3
318,Arabica,South America,Brazil,2016,08/16/17,Bourbon,Green,Natural / Dry,7.58,7.75,7.58,7.75,7.58,7.58,10.0,10.0,10.0,0.11,2,0,3
319,Arabica,Asia,Taiwan,2015,05/18/17,Caturra,Bluish-Green,Natural / Dry,7.5,7.67,7.33,7.92,7.83,7.67,10.0,10.0,10.0,0.1,0,0,0
320,Arabica,North America,Costa Rica,,03/14/17,,Blue-Green,,7.33,7.67,7.67,7.5,7.67,7.5,10.0,10.0,10.0,0.11,0,0,1
321,Arabica,Asia,Thailand,2014,06/08/16,,Bluish-Green,Washed / Wet,7.5,7.75,7.58,7.83,7.67,7.58,10.0,10.0,10.0,0.12,0,0,0
